Unnamed: 0,sentimen,tweet,tweet_no_stopwords,stem
1667,netral,siapa yang paling diuntungkan dari kebijakan menurunkan tarif pph ya yang tidak mau bayar pajak ini data perusahaan prabowo subianto di paradise papers pictwittercom19wpv0sxx6,diuntungkan kebijakan menurunkan tarif pph ya tidak bayar pajak data perusahaan prabowo subianto paradise papers pictwittercom19wpv0sxx6,untung bijak turun tarif pph ya tidak bayar pajak data usaha prabowo subianto paradise papers pictwittercom19wpv0sxx6
1668,netral,manfaat jalan yang dibangun pak jokowi jalan bukan hanya masalah infrastruktur tetapi pemerataan ekonomi menaikkan potensi usaha menyerap tenaga kerja dan meningkatkan interaksi antar daerah jokowimenangtotaldebat pictwittercomuw8k8g4isf,manfaat jalan dibangun jokowi jalan infrastruktur pemerataan ekonomi menaikkan potensi usaha menyerap tenaga kerja meningkatkan interaksi daerah jokowimenangtotaldebat pictwittercomuw8k8g4isf,manfaat jalan bangun jokowi jalan infrastruktur perata ekonomi naik potensi usaha serap tenaga kerja tingkat interaksi daerah jokowimenangtotaldebat pictwittercomuw8k8g4isf
1669,positif,nih salah satu teman dumay saya seorang petani karet yang selalu sedih kalau ingat harga karet nyungseb belakangan inidan beliau berharap prabowo bisa meningkatkan kesejahteraan petani2 karet seperti beliauaamiiny2 pictwittercommp8dolbjk7,nih salah teman dumay petani karet sedih harga karet nyungseb inidan beliau berharap prabowo meningkatkan kesejahteraan petani2 karet beliauaamiiny2 pictwittercommp8dolbjk7,nih salah teman dumay tani karet sedih harga karet nyungseb inidan beliau harap prabowo tingkat sejahtera petani2 karet beliauaamiiny2 pictwittercommp8dolbjk7
1670,positif,pak prabowo dan pak sandi tidak akan menerima gaji sepeserpun masha allah semuanya akan di wakafkan untuk rakyat indonesia semoga prabowo sandi menjadi pemimpin yang di ridhoaTMi oleh allah swt y yTM,prabowo sandi tidak menerima gaji sepeserpun masha allah wakafkan rakyat indonesia semoga prabowo sandi pemimpin ridhoatmi allah swt y ytm,prabowo sandi tidak terima gaji peser masha allah wakaf rakyat indonesia moga prabowo sandi pimpin ridhoatmi allah swt y ytm
1671,positif,subhanalloh begitu mulianya hati bapak qu ini bila diberikan amanah anda berdua bapak prabowo dan sandiuno anda rela gajihnya diambil oleh negara untuk kepentingan anak yatim dan kaum duafa allohuakbar allohuakbar semoga bapak qu ini selalu dibrkn kesehatan aminyTMy y y,subhanalloh mulianya hati qu amanah berdua prabowo sandiuno rela gajihnya diambil negara kepentingan anak yatim kaum duafa allohuakbar allohuakbar semoga qu dibrkn kesehatan aminytmy y y,subhanalloh mulia hati qu amanah dua prabowo sandiuno rela gajih ambil negara penting anak yatim kaum duafa allohuakbar allohuakbar moga qu dibrkn sehat aminytmy y y
1672,positif,sungguh sangat mulia dirimu pak prabowo tidak mau mengambil gajih mu saat kelak jadi presiden insya allah tps y,sungguh mulia dirimu prabowo tidak mengambil gajih mu kelak presiden insya allah tps y,sungguh mulia diri prabowo tidak ambil gajih mu kelak presiden insya allah tps y
1673,netral,yang saya dengar dia katakan untuk apa impor industri harus dalam negeri buat saya ini karakteristik ekonomi tertutup,dengar impor industri negeri karakteristik ekonomi tertutup,dengar impor industri negeri karakteristik ekonomi tutup
1674,negatif,scope berpikir anda kecil sekali yang pak jokowi mau tekankan bukan soal main gamenya tapi ekosistemnya pemain ml dota ff pubg banyak sekali yang berbasis di indo pak jokowi mau tahu apa tanggapan pak prabowo soal potensi dari ekonomi kreatif ini 1,scope berpikir jokowi tekankan main gamenya ekosistemnya pemain ml dota ff pubg berbasis indo jokowi tanggapan prabowo potensi ekonomi kreatif 1,scope pikir jokowi tekan main gamenya ekosistem main ml dota ff pubg bas indo jokowi tanggap prabowo potensi ekonomi kreatif 1
1675,netral,jadi film sebagai salah satu subsektor ekonomi kreatif ekraf dengan pertumbuhan tertinggi yaitu mencapai 1009 pada pdb ekraf 2016 jokowimenangtotaldebat jokowi ratunyirnyir,film salah subsektor ekonomi kreatif ekraf pertumbuhan tertinggi mencapai 1009 pdb ekraf 2016 jokowimenangtotaldebat jokowi ratunyirnyir,film salah subsektor ekonomi kreatif ekraf tumbuh tinggi capai 1009 pdb ekraf 2016 jokowimenangtotaldebat jokowi ratunyirnyir
1676,netral,sandi ingin harga pangan terjangkau tusuk prabowosandi hoaxjkwmenangtotaldebat,sandi harga pangan terjangkau tusuk prabowosandi hoaxjkwmenangtotaldebat,sandi harga pangan jangkau tusuk prabowosandi hoaxjkwmenangtotaldebat
1677,netral,akhir debat malam ini ditutup dengan pelajaran sangat berharga jurus kartu jkwmaruf vs komitmen untuk tidak mengambil gaji sepeserpun dari prabowosandi mana yang paling anda sukai silahkan tentukan di tps tanggal 17april nanti,debat malam ditutup pelajaran berharga jurus kartu jkwmaruf vs komitmen tidak mengambil gaji sepeserpun prabowosandi sukai silahkan tentukan tps tanggal 17april,debat malam tutup ajar harga jurus kartu jkwmaruf vs komitmen tidak ambil gaji peser prabowosandi suka silah tentu tps tanggal 17april
1678,netral,mau saya kasih statistik penghasilan pro gamer tidak bisa ngelebihi gaji seumur hidup amda mungkin,kasih statistik penghasilan pro gamer tidak ngelebihi gaji seumur hidup amda,kasih statistik hasil pro gamer tidak ngelebihi gaji umur hidup amda
1679,positif,ganas ini baru pemimpin prabowo sandiuno tak mau ambil gaji karena menganggap ekonominya sudah mapan sambutkemenangan02,ganas pemimpin prabowo sandiuno ambil gaji menganggap ekonominya mapan sambutkemenangan02,ganas pimpin prabowo sandiuno ambil gaji anggap ekonomi mapan sambutkemenangan02
1680,netral,mau harga skincare turun tusuk prabowo sandi mau muka putih dan glowing tusuk prabowo sandi mau harga guerlain orchide imperiale turun tusuk prabowo sandi sandi,harga skincare turun tusuk prabowo sandi muka putih glowing tusuk prabowo sandi harga guerlain orchide imperiale turun tusuk prabowo sandi sandi,harga skincare turun tusuk prabowo sandi muka putih glowing tusuk prabowo sandi harga guerlain orchide imperiale turun tusuk prabowo sandi sandi
1681,netral,jokowi dinilai membuktikan komitmennya dalam meningkatkan perekonomian dengan bidang industri jokowimenangtotaldebat,jokowi dinilai membuktikan komitmennya meningkatkan perekonomian bidang industri jokowimenangtotaldebat,jokowi nilai bukti komitmen tingkat ekonomi bidang industri jokowimenangtotaldebat
1682,netral,penutup debat terakhir prabowo sandi tidak mengambil gaji presiden dan wakil presiden dan akan disumbangkan kerakyat dan kaum duafa y,penutup debat prabowo sandi tidak mengambil gaji presiden wakil presiden disumbangkan kerakyat kaum duafa y,tutup debat prabowo sandi tidak ambil gaji presiden wakil presiden sumbang rakyat kaum duafa y
1683,netral,ini peluang bisnis baru yang besar dampak itu pasti ada makanya kita harus antisipasi dan siap siap hadapi perubahan bukan salahkan pemerintah dan mengeluh siapapun pimpinan negara nya arus ekonomi bisnis global tidak bisa dihindari braay eh malah dijawab kekhawatiran pangan,peluang bisnis dampak antisipasi hadapi perubahan salahkan pemerintah mengeluh pimpinan negara nya arus ekonomi bisnis global tidak dihindari braay eh kekhawatiran pangan,peluang bisnis dampak antisipasi hadap ubah salah perintah keluh pimpin negara nya arus ekonomi bisnis global tidak hindar braay eh khawatir pangan
1684,positif,masya allah my tears allah bless you sir prabowo and bro sandiuno seluruh gaji tak kan diterima karena allah telah memberimu lebih dari cukup dari indonesia ini a,masya allah my tears allah bless you sir prabowo and bro sandiuno gaji diterima allah memberimu indonesia a,masya allah my tears allah bless you sir prabowo and bro sandiuno gaji terima allah beri indonesia a
1685,positif,gaji bapak prabowo subianto dan sandiaga salahuddin uno tidak akan di ambil jika jadi presiden ri selama ini sumbangan rakyat untuk bapak prabowo subianto dan bang sandiaga akan di kembalikan untuk a,gaji prabowo subianto sandiaga salahuddin uno tidak ambil presiden ri sumbangan rakyat prabowo subianto bang sandiaga kembalikan a,gaji prabowo subianto sandiaga salahuddin uno tidak ambil presiden ri sumbang rakyat prabowo subianto bang sandiaga kembali a
1686,positif,debatterakhirpilpres2019 salah satu bukti reformasi di bid perpajakan pak jokowi yaitu kita bisa mlakukn seperti kita melalui efailing ayo siapa yang masih mnyangkal salah satu kberhasiln pmrnthn beliau di bidang ini berarti dia bukan orang yang taat pajaky y y coblos01sudahterbukti pictwittercompmnwmrroki,debatterakhirpilpres2019 salah bukti reformasi bid perpajakan jokowi mlakukn efailing ayo mnyangkal salah kberhasiln pmrnthn beliau bidang orang taat pajaky y y coblos01sudahterbukti pictwittercompmnwmrroki,debatterakhirpilpres2019 salah bukti reformasi bid paja jokowi mlakukn efailing ayo mnyangkal salah kberhasiln pmrnthn beliau bidang orang taat pajaky y y coblos01sudahterbukti pictwittercompmnwmrroki
1687,positif,dalam debatpilpres2019 saya sebagai dosen ekonomi digital sangat kagum dengan program kerja ekonomi pak jokowi jadi bagi mahasiswa saya mari dukung capres yang bisa membedain ekonomi mikro dan makro seperti pak jokowi yTM jokowimenangtotaldebat pictwittercomymhnggx8nn,debatpilpres2019 dosen ekonomi digital kagum program kerja ekonomi jokowi mahasiswa mari dukung capres membedain ekonomi mikro makro jokowi ytm jokowimenangtotaldebat pictwittercomymhnggx8nn,debatpilpres2019 dosen ekonomi digital kagum program kerja ekonomi jokowi mahasiswa mari dukung capres membedain ekonomi mikro makro jokowi ytm jokowimenangtotaldebat pictwittercomymhnggx8nn
1688,negatif,bapak jokowi di debat bapak bahas esport ada apa pak mau caper sama milenial memang esport bisa jadi lapangan kerja ada di kartu prakerja berapa gajinya setau saya yang jadi lapangan kerja youtubers bukan esport pak guekapokpilihjokowi debatpilpres2019,jokowi debat bahas esport caper milenial esport lapangan kerja kartu prakerja gajinya setau lapangan kerja youtubers esport guekapokpilihjokowi debatpilpres2019,jokowi debat bahas esport caper milenial esport lapang kerja kartu prakerja gaji tau lapang kerja youtubers esport guekapokpilihjokowi debatpilpres2019
1689,positif,masya allahkomitmen pak prabowo dan bang sandiuno tidak akan mengambil gaji selama menjabat salut prabowosandimenang insyaallahmenang,masya allahkomitmen prabowo bang sandiuno tidak mengambil gaji menjabat salut prabowosandimenang insyaallahmenang,masya allahkomitmen prabowo bang sandiuno tidak ambil gaji jabat salut prabowosandimenang insyaallahmenang
1690,negatif,pemerintah yang kompeten akan memberdayakan ekonomi rakyat kita lihat sekarang jutaan rakyat pintar tidak berdaya menghadapi pemimpin bodoh so kepemimpinan nasional adalah salah satu hal yang penting aagympilihprabowo,pemerintah kompeten memberdayakan ekonomi rakyat lihat jutaan rakyat pintar tidak berdaya menghadapi pemimpin bodoh so kepemimpinan nasional salah aagympilihprabowo,perintah kompeten daya ekonomi rakyat lihat juta rakyat pintar tidak daya hadap pimpin bodoh so pimpin nasional salah aagympilihprabowo
1691,positif,subhanallah dengan krendahan hatinya prabowo sandi akan membagikan seluruh gajinya kpda yatim dan duafa midah2an jalan mu diridoi oleh allah swt amin sugul ngronda jluk,subhanallah krendahan hatinya prabowo sandi membagikan gajinya kpda yatim duafa midah2an jalan mu diridoi allah swt amin sugul ngronda jluk,subhanallah krendahan hati prabowo sandi bagi gaji kpda yatim duafa midah2an jalan mu diridoi allah swt amin sugul ngronda jluk
1692,positif,iyalahgak akan jadi kok gaji apa yang mau diambilprabowo sandiuno,iyalahgak gaji diambilprabowo sandiuno,iyalahgak gaji diambilprabowo sandiuno
1693,negatif,iya ini saya emosi juga pas nonton tadi yakali ekonomi mikro semudah membalikkan telapak tangan butuh proses kali,iya emosi pas nonton yakali ekonomi mikro semudah membalikkan telapak tangan butuh proses kali,iya emosi pas nonton yakali ekonomi mikro mudah balik telapak tangan butuh proses kali
1694,positif,kami sudah sangat bersyukur dengan keadaan ini gaji 100 untuk rakyat mau segalanya lebih baik tusuk prabowo sandiuno allah yang maha membolak balikkan hati debatpilpres2019,bersyukur gaji 100 rakyat tusuk prabowo sandiuno allah maha membolak balikkan hati debatpilpres2019,syukur gaji 100 rakyat tusuk prabowo sandiuno allah maha bolak balik hati debatpilpres2019
1695,negatif,sudah di jawab pak 02 tidak fokus sama yang begituan lebih fokus ke harga2 sembako pertanian dan lain kalau mau bilang kasarnya ngapain ngurusin games2 sudah dibahas juga sma bang sandi diawal anda saja tidak nyimak kali coba diputer lagi videonya,02 tidak fokus begituan fokus harga2 sembako pertanian bilang kasarnya ngapain ngurusin games2 dibahas sma bang sandi diawal tidak nyimak kali coba diputer videonya,02 tidak fokus begitu fokus harga2 sembako tani bilang kasar ngapain ngurusin games2 bahas sma bang sandi awal tidak nyimak kali coba puter video
1696,positif,jangan kan gajijiwa raga pun diserahkan untuk rakyat indonesiaaingat kalimat gusdur orang yang paling ikhlas buat indonesia yaa prabowo,gajijiwa raga diserahkan rakyat indonesiaaingat kalimat gusdur orang ikhlas indonesia yaa prabowo,gajijiwa raga serah rakyat indonesiaaingat kalimat gusdur orang ikhlas indonesia yaa prabowo
1697,netral,capres nomor urut 02 prabowo digitaldigital itu bagus tapi masyarakat kita butuh swasembada pangan dalam harga terjangkau rakyat kita sedang susah itu yang akan saya fokus debatkelimapilpres2019 pemilu2019 debatpilpres2019 debatcaprescawapres layarpemilutepercaya pictwittercoma2trtjbvo6,capres nomor urut 02 prabowo digitaldigital bagus masyarakat butuh swasembada pangan harga terjangkau rakyat susah fokus debatkelimapilpres2019 pemilu2019 debatpilpres2019 debatcaprescawapres layarpemilutepercaya pictwittercoma2trtjbvo6,capres nomor urut 02 prabowo digitaldigital bagus masyarakat butuh swasembada pangan harga jangkau rakyat susah fokus debatkelimapilpres2019 pemilu2019 debatpilpres2019 debatcaprescawapres layarpemilutepercaya pictwittercoma2trtjbvo6
1698,positif,yang penting harga bahan pokok murah terjangkau usaha lancar hidup tenang tahun 2014 saya pilih prabowo sekarang pilih prabowo sandi juga,harga bahan pokok murah terjangkau usaha lancar hidup tenang 2014 pilih prabowo pilih prabowo sandi,harga bahan pokok murah jangkau usaha lancar hidup tenang 2014 pilih prabowo pilih prabowo sandi
1699,positif,allahu akbar masya allah ya rahman ya rahiim pak prabowo dan bang sandiuno akan memberikan gajinya kepada rakyat indonesia apabila mereka terpilih menjadi presiden dan wakil presiden indonesia 20192024 kalian masih tidak pilih 02 kebangetan prabowosandimenangdebat,allahu akbar masya allah ya rahman ya rahiim prabowo bang sandiuno gajinya rakyat indonesia terpilih presiden wakil presiden indonesia 20192024 tidak pilih 02 kebangetan prabowosandimenangdebat,allahu akbar masya allah ya rahman ya rahiim prabowo bang sandiuno gaji rakyat indonesia pilih presiden wakil presiden indonesia 20192024 tidak pilih 02 banget prabowosandimenangdebat
1700,negatif,awali dari yang kecil baru ke yang besar mikro adalah potret bagi makro agar kebijakan ekonomi makro dilakukan menyeluruh bukan parsial saya tidak pernah pilih jokowi tapi guekapokpilihjokowi y y,awali mikro potret makro kebijakan ekonomi makro parsial tidak pilih jokowi guekapokpilihjokowi y y,awal mikro potret makro bijak ekonomi makro parsial tidak pilih jokowi guekapokpilihjokowi y y
1701,netral,paslon 01 bapak jokowi dan abah khmarufamin melalui progam dewi desa wisata dedi desa digital dan mekaar membina ekonomi keluarga sejahtera adalah contoh strategi pemberdayaan ekonomi bagi masyarakat pedesaan jokowimenangtotaldebat pictwittercom7pisamdgjc,paslon 01 jokowi abah khmarufamin progam dewi desa wisata dedi desa digital mekaar membina ekonomi keluarga sejahtera contoh strategi pemberdayaan ekonomi masyarakat pedesaan jokowimenangtotaldebat pictwittercom7pisamdgjc,paslon 01 jokowi abah khmarufamin progam dewi desa wisata dedi desa digital mekaar bina ekonomi keluarga sejahtera contoh strategi daya ekonomi masyarakat desa jokowimenangtotaldebat pictwittercom7pisamdgjc
